20221228	16:29:36	8ff428b9-5ea1-4588-9021-33f0141da9ce	GET	/
20221228	16:29:45	4b25dae3-a898-4222-a57c-cb4c2f7ec3e1	GET	/data/data.json
20221228	16:29:50	d0173e6a-33b3-4ab1-bcdc-df01f033ec72	GET	/data/data1.json
20221228	17:14:44	GET	undefined	/
20221228	17:17:42	GET	undefined	/
20221228	17:36:10	GET	undefined	/
20221228	17:41:45	GET	undefined	/jimmy
20221229	09:54:41	GET	undefined	/subdir/test
20221229	09:54:49	GET	undefined	/subdir/test
20221229	09:55:41	GET	undefined	/subdir/test
20221229	09:55:45	GET	undefined	/subdir/test
20221229	09:55:45	GET	undefined	/subdir/test
20221229	09:55:46	GET	undefined	/subdir/test
20221229	10:10:31	GET	undefined	/index
20221229	10:10:35	GET	undefined	/404
20221229	10:25:15	GET	undefined	/employees
20221229	10:26:28	POST	undefined	/employees
20221229	10:27:51	PUT	undefined	/employees
20221229	10:28:32	PUT	undefined	/employees
20221229	10:31:01	DELETE	undefined	/employees
20221229	10:31:40	GET	undefined	/employees
20221229	10:32:42	GET	undefined	/employees/1
20221229	11:07:29	GET	undefined	/employees/1
20221229	11:08:00	GET	undefined	/employees/1
20221229	11:08:06	GET	undefined	/employees
20221229	11:08:14	PUT	undefined	/employees
20221229	11:08:27	POST	undefined	/employees
20221229	11:08:53	DELETE	undefined	/employees
20221229	11:40:43	POST	undefined	/register
20221229	11:41:20	POST	undefined	/register
20221229	11:49:11	GET	undefined	/auth
20221229	11:49:49	GET	undefined	/auth
20221229	11:50:18	GET	undefined	/auth
20221229	11:50:34	GET	undefined	/auth
20221229	11:51:32	POST	undefined	/register
20221229	11:53:19	POST	undefined	/auth
20221229	15:17:59	POST	undefined	/auth
20221229	15:18:16	GET	undefined	/employees
20221229	15:19:49	POST	undefined	/auth
20221229	15:19:57	GET	undefined	/employees
20221229	15:21:45	POST	undefined	/auth
20221229	15:21:51	GET	undefined	/employees
20221229	15:24:17	POST	undefined	/auth
20221229	15:24:30	GET	undefined	/employees
20221229	15:24:34	GET	undefined	/employees
20221229	15:24:36	GET	undefined	/employees
20221229	15:24:39	GET	undefined	/employees
20221229	15:24:47	GET	undefined	/employees
20221229	15:24:51	GET	undefined	/employees
20221229	15:25:18	GET	undefined	/employees
20221229	15:38:08	POST	undefined	/auth
20221229	15:39:23	GET	undefined	/refresh
20221229	15:39:44	GET	undefined	/refresh
20221229	15:39:45	GET	undefined	/refresh
20221229	15:40:10	GET	undefined	/refresh
20230103	14:51:51	POST	undefined	/auth
20230103	14:52:17	GET	undefined	/logout
20230103	14:52:32	GET	undefined	/refresh
20230103	14:53:28	GET	undefined	/refresh
20230103	14:54:02	POST	undefined	/auth
20230103	14:54:05	GET	undefined	/refresh
20230103	15:15:16	POST	undefined	/register
20230103	15:15:20	POST	undefined	/register
20230103	15:15:29	POST	undefined	/register
20230103	15:41:32	GET	undefined	/logout
20230103	15:41:52	POST	undefined	/auth
20230103	15:42:44	GET	undefined	/employees
20230103	15:43:04	GET	undefined	/employees
20230103	15:43:08	POST	undefined	/auth
20230103	15:43:16	GET	undefined	/employees
20230103	15:44:21	POST	undefined	/auth
20230103	15:44:33	GET	undefined	/employees
